name,ranked,score,popularity,favorite,published,description,serialization,reading,completed,dropped,plan_to_read,genre
Zoku Hoshi Mamoru Inu,488,8.05,3203,63,2009,1 futagoboshi 2 3 ittouboshi 4 hoshi mamoru inu,144,205,3785,36,2094,11.0
Yamada-kun to 7-nin no Majo,489,8.05,104,5238,2012,junior suzaku high ryuu yamada infam hardlin delinqu one day reprimand poor perform attitud toward school spot urara shiraishi grade top student shiraishi walk stair yamada attempt provok trip fall take eventu wake infirmari surpris discov bodi turn swap bodi shiraishi upon confront find catalyst swap accident kiss fall knowledg new abil yamada event high school life begun,194,33214,42821,6064,26266,8.0
Hidamari Sketch,490,8.05,2914,350,2004,accept high school special art yuno move nearbi apart complex make commut easier day new routin quickli discov creativ end art school bell neighbor sae hiro miya fellow student hilari quirk eccentr clearli rule school yuno homeroom teach cosplay otaku princip weird quiet yuno abl handl creativ kooki cast charact sourc yen press,152,2537,179,290,3090,11.0
Ashita no Ousama,491,8.05,4669,70,1996,first year japanes major yuu sasaya naiv countri girl yet adjust sophist citi lifestyl watch stage play first time particular minor role perform leav profound impact decid pursu career act yuu confess newfound dream classmat though ridicul attain opportun tour theatr compani meet well reput rooki actor touya ichii immedi recogn voic charact impact see yuu passion touya recommend friend troup garand compani run shougo shimamura shougo test yuu act skill high expect discov complet amateur unwil accept defeat soon plead let observ learn time ashita ousama tell yuu stori search hidden flair among differ posit offer theatr troup immens determin make big world dramat art,234,287,1846,108,1771,3.0
Oboreru Knife,492,8.05,2704,265,2004,oboreru knife tell stori natsum sixth grade girl move tokyo decidedli differ town countrysid upon meet boy name kouichir someth stir insid stori depict teen heart brink ruin sourc ann,12,1568,1457,245,3633,14.0
Adekan,493,8.05,1919,430,2007,laid back somewhat absent mindedli seduct umbrella craftsman shiro san loincloth hot blood offic kojiro stand thing undisciplin get involv bloodi erot thrill ride kilter town action pack jack trade swoon sexi leav addict opium tsujiki nao first collect work sourc mu,217,3603,195,492,4698,16.0
Saiyuuki Reload Blast,494,8.05,4625,33,2009,last sanzou parti arriv india foreign land anomali influenc run rampant battl heighten violenc also await tragic fate 500 year ago find end long treacher journey,70,1166,195,85,2400,10.0
Kingdom Hearts: 358/2 Days,495,8.05,1696,463,2009,piti heartless crave heart rage keyblad unleash heart heart gather dark eventu creat kingdom heart creat sanctuari lost heart kingdom heart roxa without memori regard past accept organ xiii privileg becom member organ xiii come respons member uphold howev question aris organ top clock tower sunset horizon 14th member young girl make question young girl fit plot revit kingdom heart new prequel connect puzzl piec mysteri still float kingdom heart 358 2 day sourc mangahelp,187,1411,5190,260,3810,13.0
Steins;Gate,496,8.05,666,789,2009,stori stein gate take place akihabara group friend manag custom microwav devic send text messag past perform differ experi organ name sern research time travel track charact find way avoid captur sourc wikipedia,38,3292,9866,650,10819,8.0
Baraou no Souretsu,497,8.05,976,731,2013,crown england hotli contest throughout histori middl age seri great civil war becom known war rose claim right throne duke york seek unseat king henri vi heir order becom king dark day fill mani ill omen duke gain son richard plantagenet third name neither male femal instead posse characterist sex richard iii immedi revil mother hatr defin childhood lead deep disgust toward bodi advers reaction call demon richard grow troubl vision england former foe joan arc taunt bring ruin know believ attain salvat help father achiev destini becom king howev cur expect mother joan richard action instead drag famili dark,177,4717,1316,582,10431,12.0
Museru kurai no Ai wo Ageru,498,8.05,2725,134,2022,art student hibari akanishi struggl find free time part time job school schedul becom even hectic upcom project must make trendi fashion design display front countless peopl howev creation end stale continu project work laptop accident soak broken custom flashi guy make scene furiou hard work gone hibari lash storm end shift rude client take hibari apart apolog eccentr boy introduc gaku sausei member rock band fellow art student lend comput finish assign deadlin despit gaku free spirit person clash hibari seriou natur blunt remark encourag hibari experi design way would dare attempt hibari get closer gaku ordinari world flip upsid,88,3919,112,69,2856,18.0
Super no Ura de Yani Suu Futari,499,8.04,673,552,2022,sole thing get middl age sasaki soul suck job cheer smile yamada young woman work nearbi 24 hour supermarket frequent everi tire day get berat bos sasaki stop store spirit heal favorit cashier particularli gruel day sasaki show supermarket find yamada shift alreadi end disappoint search place smoke woman behind store call join bold danger play tayama quick call sasaki peculiar habit alway seek cowork even go far tell yamada sasaki vest interest addit see ador cashier yamada sasaki also visit store see new smoke partner tayama around tayama mischiev initi let everi cigarett unlik friendship begin blossom,6,14952,258,285,9120,17.0
Boruto: Two Blue Vortex,500,8.04,1135,595,2023,everyon memori alter boruto find hunt villag escap sasuk futur await boruto sourc manga plu,212,14134,381,104,996,10.0
Kimi ga Shinu made Koi wo Shitai,501,8.04,2840,167,2018,death sheena totsuki roommat casual announc start class day carri usual orphanag rais child soldier death noth new resid home countri embroil war drag mani year show sign stop institut child sent die battl everi day contrast orphan sheena deepli disturb ongo conflict wish end night roommat death sheena met blood cover girl remain jubil despit condit next day girl appear new student sheena class introduc mimi kagari initi thought school myth mimi said secret weapon orphanag girl cannot die assign sheena new roommat mimi hope get along get accustom school life howev unsettl mimi carefre attitud toward war sheena struggl accept world live unusu friendship flourish amid bleak situat,69,3400,121,150,2938,6.0
Unmei no Hito ni Deau Hanashi,502,8.04,2375,157,2021,dream find one true love yuuki honda thrown colleg work still yearn fate encount man handsom charm belov manga charact despit desir meet new peopl find element crowd club meet iori souma drunk disdain look yuuki bluntli say thing embarrass hear although come impolit rough iori quickli prove first impress deceiv call yuuki apolog confess romant aspir instead expect scorn iori offer help yuuki find futur soulmat iori cool selfless natur make great friend yuuki longer ignor fast heart beat side,88,3929,111,124,3730,18.0
Nekota no Koto ga Kininatte Shikatanai.,503,8.04,1681,277,2013,transfer often mikiko mikki aman maintain aloof detach attitud new school howev thrown loop set eye classmat nekota face cat matter angl view hard tug head look like mascot make matter wors mikki seem one find strang interest piqu mikki unravel mysteri behind cat face nekota see way better way get close investig befriend usual indiffer transfer student might make friend,178,1730,5355,287,3659,17.0
Full Moon wo Sagashite,504,8.04,447,1905,2001,tender age twelv mitsuki kouyama sarcoma throat though rare cancer cure remov vocal cord mitsuki refus desir becom pop singer keep childhood promis eichi sakurai first love left america unabl heal keep voic allow health deterior accept tragic fate one day escap home music hate grandmoth attend audit mitsuki meet two shinigami takuto kira meroko yui realiz mitsuki see takuto meroko reveal die year move plight takuto allow mitsuki chanc pursu dream give abil transform healthi sixteen year old girl chosen contract seed record mitsuki make debut stage name full moon choos pursu dream music career life end,178,2414,23491,1309,8320,12.0
Rough,505,8.04,3010,140,1987,yamato keisuk promis freestyl swimmer ninomiya ami talent diver offspr two rival famili owner confectioneri shop two gener ago grandfath ninomiya came idea owl shape cake grandfath yamato quickli rais challeng thought similar cake yamato owl ear price yamato extra ear crucial made busi ninomiya confectioneri suffer grandfath ninomiya fell ill worri shop death last word kill yamato sinc moment two famili sworn rival sourc mu,197,295,3734,77,2360,5.0
Devilman,506,8.04,298,3276,1972,soft heart akira fudou alway somewhat pushov reunit childhood friend ryou asuka fate encount ryou reveal terrifi realiti father research demon exist plan claim posse earth eager help friend save human akira agre attend black sabbath parti fill deprav corrupt attempt merg demon near death encount caus unifi amon demon fear amongst even kind togeth form devilman combin amon strength akira pure heart unit amon akira begin fight demon newfound power desper stop downfal human civil,194,3661,26954,633,20285,7.0
Vassalord.,507,8.04,1131,604,2004,charley cyborg vampir vatican dirti work thrall local vampir playboy johnni rayflo two fight crime hilar violenc sacrileg ensu charley resist desper crave blood find devilish duo go aginst childlik vampir princess mysteri branch unitarian church one anoth sourc tokyopop includ one shot volum 2 zoul half,44,3169,5007,658,6104,8.0
Ningen Shikkaku,508,8.04,462,726,2009,ooba youzou troubl soul incap reveal true self other weak constitut linger trauma abus administ rel forc uphold facad hollow jocular sinc high school sourc mu,45,2568,10458,334,21953,14.0
Gokinjo Monogatari,509,8.03,1686,316,1995,peppi creativ teenag mikako want noth make fashion design enter art school alongsid lifelong friend tsutomu find distract sudden popular subsequ love life despit feel mikako form club tsutomu friend sell creation local flea market group scout flea market howev discord aris member group begin excit day quickli turn sour sourc viz medium,178,957,4391,227,5410,18.0
Boku no Hatsukoi wo Kimi ni Sasagu,510,8.03,810,414,2005,takuma mayu stori began 8 year old childhood takuma constantli hospitalis due heart condit soon becam friend mayu daughter doctor charg case day day grew closer closer howev summer takuma 8 made promis mayu keep stori unfold grow older bond get stronger sourc tenshi tachi includ one shot volum 1 motto ikitai volum 7 thing want volum 11 kare wa ike mo shinai sarukoen wo mezasu,181,2980,10101,828,6626,3.0
Seiyuu Ka!,511,8.03,1219,326,2009,child hime kino starstruck love blazer voic actress sakura aoyama day hime dream follow sakura footstep mind hime enrol hiiragi academi voic act school famou produc best best fact hime sit right next alreadi success son sakura senri kudou aim match peer level skill hime attempt put best foot forward introduc cutest voic come anyth sound like old man earn nicknam gorilla princess suddenli find group potenti dropout hime deter setback quickli becom friend other bottom class help unriv optim hime whatev take achiev dream,117,2084,7530,483,4328,14.0
Restart wa Onaka wo Sukasete,512,8.03,5998,27,2019,sever year sinc mitsuomi kozuka yamato kumai becam coupl live bliss countrysid seemingli content relationship howev express feel gentl caress heartwarm gaze two find difficult exchang word love mitsuomi propos idea partnership non legal bind version marriag yamato hesit take next step forward attempt navig misunderstand worri coupl ponder attain happi without regret,27,140,1943,15,989,11.0
Sakamoto Days,513,8.03,155,2318,2020,tarou sakamoto consid greatest hitman time fear mani stood top underground world met fell love woman result sakamoto abandon life crime work conveni store clerk leav shadi past behind prove difficult sakamoto initi imagin mani former rival partner believ truli left busi show hope take bar kill sakamoto must find creativ way subdu enemi prevent bring harm famili store small town resid,189,48539,1235,2223,30903,16.0
Umi ga Hashiru End Roll,514,8.03,5118,28,2020,umiko chino 65 year old widow noteworthi hobbi speak vcr stop work umiko decid pay visit cinema like husband first date howev instead focus movi gaze fix upon audienc one young look person particular credit roll mysteri person introduc themself umiko kai hamauchi male colleg student major film umiko ask fix vcr kai oblig yet kai leav ask umiko question chang cours life would like make movi,164,1100,114,43,2356,11.0
The Fable: The Second Contact,515,8.03,4686,27,2021,synopsi inform ad titl,230,2301,142,25,1489,17.0
Gabai: Saga no Gabai Baachan,516,8.03,9312,31,2005,gabai granni base bestsel saga gabai baachan pen comedian shimada yoshichi recount childhood memori grow care grandmoth stori young boy sent hiroshima saga 10 year second world war 1958 mom lack money journey faraway place live condit alien definit make miss home wors familiar grandmoth way gabai granni slowli discov grow pain resourc granni,26,187,374,40,1160,11.0
Steins;Gate: Eigou Kaiki no Pandora,517,8.03,5679,15,2014,second part stein gate epigraph trilog continu heiji kyokusen epigraph,93,615,413,87,2032,9.0
Re:Zero kara Hajimeru Isekai Seikatsu: Dai-2 Shou - Yashiki no Isshuukan-hen,518,8.03,1386,166,2014,unawar subaru natsuki wake see two figur stand complet unfamiliar room two girl turn sister rem ram immedi tea subaru synchronist way speak go far interrupt emilia charm girl save cost lose life thrice use return death abil allow return certain savepoint time die emilia inform due injuri receiv protect elsa granhiert brought mansion live subaru meet roswaal l mather clownlik count own resid everyon breakfast subaru request reward let hire butler alongsid rem ram roswaal quickli grant everyth seem go well subaru howev day insid mansion mysteri wake begin remind aw lot abil subaru unravel mysteri behind death spirit break first,22,3409,5423,375,3891,4.0
Fate/strange Fake,519,8.02,2284,204,2015,plot center around grail war faultili copi third holi grail war fuyuki end third grail war organ unit state magi separ london base mage associ member took data fuyuki grail war plan ritual seventi year use citi snowfield sacr land grail war unabl success copi everi aspect ritual lead act imit lost saber class allow summon strang servant due definit hero blur sourc type moon wikia,6,4112,253,240,3158,12.0
Amayo no Tsuki,520,8.02,6510,51,2021,one day rush piano lesson girl name saki collid someon street saki collect stranger pick sheet music saki drop hand saki togeth band aid continu way without say word saki left wonder ident tall love stranger discov next day one classmat new high school girl name kanon though hear impair refus kind support special treatment teacher classmat cours year saki slowli grow closer kanon begin chip away cold exterior sourc kodansha usa,48,1489,51,25,1170,6.0
Mushoku Tensei: Isekai Ittara Honki Dasu - Shitsui no Majutsushi-hen,521,8.02,5226,42,2021,separ eri rudeu fall depth depress travel rozenberg second citi princip basher search miss mother zenith desper rudeu tri accept high rank quest alon order make name howev chanc end work parti b rank adventur call counter arrow one parti member girl name sara remind eri sourc frontier work translat,6,2331,267,73,801,13.0
Tekkon Kinkreet,522,8.02,1282,362,1993,orphan mean street treasur town lost boy black white must mug steal fight surviv around move world corrupt loneli small time crook neurot polic offic band sadist yakuza plan fair citi rise environ surreal manga influenc european comic,20,759,4696,131,8667,16.0
Vampire Juujikai,523,8.02,1496,384,2003,legend tell world almost destroy thousand year ago vampir queen unleash latent power despit effort human unabl defeat thu resort seal away time came would power enough destroy seal kill howev human one seal cast asid kingdom betray race dhampir half vampir vampir king persistantli search even day queen seal away may break seal free human fear king queen reunit shall continu destroy world togeth human dhampir hunt king use method possibl sourc anim sourc,187,1488,4611,458,5678,12.0
Shoukoku no Altair,524,8.02,1413,212,2007,gener turkiy devleti balt rhein empir stood stern opposit one night imperi minist found assassin two nation plung potenti explos situat gener turkiy council cri war mahmut come discov deviou truth behind assassin thu young pasha battl countri peac trust fellow man begin sourc kodansha includ one shot volum 4 anastasia shinei taichou anastasia captain guard,196,3896,172,439,7992,3.0
Detroit Metal City,525,8.02,1266,458,2005,souichi negishi common boy timid quiet love flower walk music hit like one radio play also krauzer ii leader detroy metal citi dmc popular underground metal band japan souichi would like chang life start play swedish pop song peac love lyric instead violent vulgar one dmc play band complet chang attitud behavior,221,2865,4363,706,5552,17.0
Omoide Emanon,526,8.02,255,2179,2006,winter 1967 20 year old man return home travel aboard ferri chanc encount forev alter percept world around relax cabin approach beauti yet enigmat girl introduc emanon later even pair accompani dinner see man read scienc fiction novel emanon offer tell life stori say believ unless want much man surpris proce inform memori date back three billion year moment life first appear earth omoid emanon tell extraordinari tale girl serv planet wit inheritor genet memori pas matern line sinc begin life,66,2889,30934,194,26192,14.0
Kakeochi Girl,527,8.02,2089,272,2018,10 year sinc momo maki makimura first relationship end still gotten feel midori oonishi broke get old date howev chanc encount two meet midori invit maki hous find midori get marri also pregnant maki want congratul intuit tell someth hear midori talk soon husband red flag notic later night encourag midori run away kakeochi girl follow maki attempt find way help midori explor unwav feel,119,870,4545,97,3552,6.0
Voynich Hotel,528,8.02,538,1376,2006,welcom voynich hotel rundown resort locat desert island south pacif own former mexican wrestler kandr umeda hotel maintain two mysteri maid elena beluna well homicid chef name amelia taizou kuzuki japanes tourist come stay hotel escap dark past soon discov strang occup happen island even abnorm use taizou quickli becom embroil spiderweb affair island grow close mani resid help though often caus even problem taizou past come island haunt new friend jump aid,223,3559,14566,577,12087,7.0
Saint Seiya: The Lost Canvas - Meiou Shinwa Gaiden,529,8.02,3951,150,2011,seri side stori focus gold saint saint seiya lost canva explor live mostli event occur sourc mu,15,1053,1704,128,1753,10.0
Ghost Hunt: Akumu no Sumu Ie,530,8.02,4385,51,2012,midori mother final acquir dream home long supernatur phenomenon disrupt peac famili unexplain electr failur strang phone call eeri presenc spirit enough find unexplain blood bathroom becom last straw mai shibuya psychic research brought investig horror find dream home turn noth nightmar sourc wonderland hour,1,867,1598,65,1727,7.0
Usemono Yado,531,8.02,2244,161,2014,inn visit find old thing thought lost forev sourc mu,98,599,3298,81,4479,14.0
Tsubaki-chou Lonely Planet,532,8.02,355,1361,2015,due father six million yen debt sixteen year old high school student fumi oono father evict apart need place stay job earn money start work live housekeep young writer akatsuki kibikino meet first time two start wrong foot akatsuki call fumi useless treat like child determin pay father debt fumi work hard prove otherwis howev despit akatsuki foul mouth mysteri behavior begin realiz despic initi thought gradual unravel passion care person underneath,158,15890,13134,1644,12363,14.0
Senryuu Shoujo,533,8.02,556,627,2016,nanako yukishiro averag cute cheer high school girl except fact speak method commun thought feel senryuu form haiku util 5 7 5 format surround friend misunderstood ex delinqu eiji busujima stalkerish etern singl club presid aman katagiri shi talk artist kino yakob mysteri tao hanakai eiji self proclaim big sister koto ootsuki nanako high school life never enjoy,194,9592,6125,938,12535,11.0
Hokuhokusei ni Kumo to Ike,534,8.01,2243,166,2016,seventeen year old kei miyama come famili strang abil bird flock grandfath wind carri air kei hand talk car prefer compani human especi woman move iceland kei make live freelanc detect whether resolv lover quarrel locat miss peopl recov lost item kei hop case case travel alon empti road span rug iceland landscap secret land ice fire mysteri ahead kei must unravel encount aloof iceland beauti make recal local superstit ghost roam wild land night,118,2751,173,155,5088,4.0
Kanata no Astra,535,8.01,912,497,2016,year 2063 mankind domain stretch across vast expans univers eight student caird high school along young child embark excit interstellar camp planet mcpa locat nine light year home among brave athlet kanata hoshijima cute bubbl ari spring howev student arriv mcpa strang ball light start chase mysteri sphere engulf student send harrow fate remot area space locat 5 012 light year safeti hopelessli lost quickli run resourc student chanc return home prove aboard nearbi abandon spaceship desper fight surviv begin dark truth surround deadli excurs slowli reveal,191,1994,8871,355,7552,3.0
Ao no Flag,536,8.01,249,3463,2017,final year high school taichi ichinos find share class popular childhood friend touma mita third year row meanwhil taichi hesit interact shi clumsi classmat futaba kuze despit see reflect howev encount librari bring togeth taichi discov futaba feel touma initi harbor doubt prospect decid help declar emot yet firm decis chang spring come full bloom three classmat find relationship entangl intric emot person conflict navig uncertain futur,191,9122,28132,968,22150,18.0
Saiyuuki,537,8.01,1011,835,1997,sinc creation tougenky place human youkai live peac howev follow breach taboo attempt reviv villain youkai gyuumaou minu wave unleash throughout land ghastli forc larg youkai begin lose self conscious caus devour townspeopl task three aspect messeng heaven stop gyuumaou resurrect restor peac sanzou genjou round three old comrad none resembl definit ordinari half human gokuu son hakkai cho gojou sha youkai power spiritu withstand minu wave despit skeptic trust due mix blood sanzou head west companion erad grow threat,100,1631,6900,754,7133,10.0
Shigeshoushi,538,8.01,1346,378,2002,shinjuur mamiya work embalm profess seen unclean japanes societi due religi tradit lack demand servic driven passion preserv digniti deceas resign outcast lifestyl come job though clientel lack except skill shinjuur shi away opportun show abil transform corp state make love one believ sleep peac shigeshoushi explor delic psycholog relationship life death loss mourn embalm shinjuur bring inner beauti deceas back life give love one chanc properli say goodby,95,2137,2583,356,8205,14.0
MeruPuri: Märchen☆Prince,539,8.01,735,855,2002,said longer one punctual streak better boyfriend accord airi hoshina strictli follow routin prepar dream life love wholesom husband famili howev airi life take fantast turn young boy appear hand mirror name aram astal ei daemonia eucalystia young princ astal flee kingdom evad magic spell unknowingli portal lead directli airi hand mirror though avoid brunt spell escap complet save magic effect spell origin suppos turn aram old man instead age bodi 17 year old whenev dark way turn back kiss belov maiden busi tri find one true love airi want noth aram insist soulmat must,135,1268,15572,605,5436,13.0
Sunadokei,540,8.01,1237,378,2003,parent get divorc ann uekusa mother move tokyo rural shiman accustom anonym citi live ann get use almost overbear kind peopl mother hometown person tragedi strike ann discov much need kind sourc back manga cover ann chosen american librari associ ala one top ten great graphic novel teen 2009 vol 1 3,17,2424,4155,574,6759,3.0
Toradora!,541,8.01,441,1058,2007,takasu ryuuji learn hard way appear deceiv despit inwardli sweet person unintent sharp gaze aggress featur give air delinqu thug put chanc make new friend let alon girlfriend next zero ryuuji first day second year high school seem thing look get sit friend yuusaku importantli girl secretli crush kushieda minori think star align favor unwittingli cross fear girl school aisaka taiga make arch enemi top taiga move right next door ryuuji happen minori best friend school year possibl get wors sourc seven sea entertain,84,14783,3476,2319,12728,14.0
Kingyosou,542,8.01,2262,108,2005,upon watch breathtak drum perform masami imamura second year high school student asuka hirayama instantli fall love learn masami quickli find older brother close friend taisen howev asuka realiz impress drum player hear impair indecis whether continu pursu affect crash even asuka remain determin chase warmth bloom insid kingyos narrat young girl endeavor reson man close heart mani peopl despit mani obstacl heartbreak come way asuka slowli get closer masami one step time,136,609,4491,162,3090,14.0
Toshokan Sensou: Love & War,543,8.01,2663,257,2007,end showa era medium better act enact begin countri wide hunt medium deem offens wit senseless censorship librari stood law librari defens forc ldf becam entiti capabl fight medium better committe mbc tomboyish avid reader iku kasahara newest member accept kanto branch ldf love read inspir join forc way one almost land troubl mbc five year prior unknown ldf agent came aid iku sinc vow protect book like agent 22 year old becom promis talent among new recruit although iku achiev dream join ldf clash superior atsushi doujou straight lace instructor seem particularli hard reason iku surpris find doujou among other recommend part librari task forc ltf part exclus team iku must show valu member ltf execut duti dilig,135,1699,1762,311,3007,9.0
Aoharu x Kikanjuu,544,8.01,1140,617,2012,high school student council presid hotaru tachibana girl often confus boy due speech pattern cloth afraid fight injustic friend supposedli swindl host hotaru feel compel confront man respons turn next door neighbor masamun matsuoka decid best way settl play surviv game imaginari war game fake gun use battl le real despit hotaru best effort end lose incur larg debt due result damag consequ forc becom third member masamun male team toy gun gun join friend tooru yukimura author adult manga dislik first howev even notic hotaru becom genuin fond sport team member choos share dream becom best surviv game team japan win famou tournament top combat game even mean hide ident girl teammat,100,5877,2038,597,5996,5.0
Blue Lock: Episode Nagi,545,8.01,2700,91,2022,spin seri blue lock focus seishir nagi reo mikag,16,4600,410,106,1820,5.0
Buttobi Itto,546,8.01,17610,18,1999,continu kattobi itto itto high school new friend hanyu nedu,188,43,369,30,259,5.0
Steins;Gate: Onshuu no Brownian Motion,547,8.0,3955,79,2010,spin stein gate game show past crt store owner tennouji yuugo also known mr braun,93,391,2092,53,2321,9.0
10 Dance,548,8.0,2903,147,2011,two thing differenti shinya sugiki shinya suzuki one syllabl differ name danc style sugiki decor lord standard ballroom suzuki fieri king latin danc neither talent dancer see eye eye ambit win legendari 10 danc competit lengthi contest requir danc pair perform ten uniqu style standard ballroom latin danc prior experi latin danc sugiki ask suzuki teach return show suzuki art standard ballroom although sugiki initi danc partner goad accept offer two begrudgingli work togeth refin style unlik romanc begin blossom,232,2608,393,254,2924,14.0
Chichikogusa,549,8.0,3011,92,2013,stori medicin seller son struggl lose someon preciou father never realli rais son alway trade suddenli wife die must adjust solitari journey includ son sourc antisens scanslat,53,1544,802,134,3734,11.0
Colette wa Shinu Koto ni Shita,550,8.0,1772,214,2013,colett doctor villag earn trust mani howev overwhelm amount work left exhaust desper break want discov place heart could peac jump well colett wake find land dead rule god hade charg judg soul demis hade fallen ill caus servant beg colett treat unabl ignor demand hade condit colett skill look man help return duti lord dead,117,4644,475,355,4579,13.0
Overlord,551,8.0,379,1332,2014,momonga averag salaryman spend free time play yggdrasil dmmo rpg dive massiv multiplay onlin role play game well known across japan immens world limitless custom unfortun good thing come end yggdrasil server shut year 2138 want wit game final hour momonga leader guild ainz ooal gown log last time head toward guild headquart reminisc comrad adventur momonga prepar server automat log clock strike midnight howev forc boot game instead find new world trap bodi avatar non player charact awar feel left option momonga take name guild hope player would recogn ainz ooal gown determin make sen bizarr situat momonga embark journey unravel mysteri hidden unchart world,75,25455,1710,2264,10476,12.0
Chi no Wadachi,552,8.0,132,3091,2017,seiichi osab child live mundan life like middl schooler friend crush girl love parent howev seiichi mother extrem overprotect caus other view mama boy although consid behavior unusu certain incid start open eye danger affect seiichi tri break free grasp learn life normal thought,21,38756,12154,2472,41196,4.0
Kekkaishi,553,8.0,567,858,2004,night junior high student yoshimori sumimura kekkaishi demon hunter special creat magic barrier around prey day yoshimori got demon battl addict sweet serious crotcheti grandfath yoshimori pretti 16 year old neighbor childhood friend tokin yukimura also kekkaishi famili feud true practition art sourc viz medium,197,5128,12666,1153,8647,3.0
Tokyo Babylon,554,8.0,865,809,1990,subaru sumeragi thirteenth head power onmyouji clan time come must succeed grandmoth fulli subaru allow live tokyo fratern twin hokuto subaru kind shi hokuto exuber spare favorit pastim design bold match outfit two wear next favorit thing tri set subaru veterinarian friend seishir sakurazuka oddli enough alway readili avail accompani sumeragi throughout citi subaru resolv varieti spiritu conflict tokyo case formal brought client other matter decid involv selfless teenag empath other point pain may well leav vulner citi nearli everyon make decis benefit individu hokuto hope subaru develop feel seishir relationship one thing never give sake anyon el howev seishir best candid brother love hide sinist secret,217,1300,8746,467,9022,12.0
Ginga Tetsudou 999,555,8.0,6534,47,1977,tetsur hoshino young street urchin desper want replac human bodi android bodi would grant immort social freedom android normal incred expens long rumor board galaxi express head andromeda galaxi end line planet given free see mother murder android count reason remain home planet noth hold back seek android bodi dream also way aveng loss begin search way board train alon meet maetel mysteri woman offer ticket aboard train companion journey journey take planet planet strang new stop along way opportun tetsur reflect human human action prospect immort travel tetsur maetel meet amongst other emeralda harlock,192,306,523,79,1768,3.0
Sumire♡16-sai!!,556,8.0,2905,173,2006,high school home kind new encount peopl reng ooyama first encount classmat much weirder expect reng meet classmat sumir yotsuya latter clearli 16 year old student claim instead wooden puppet oper old man dress black though student faculti attempt ward man refus break charact give confus respons puppet sumir thank princip see sumir real girl teacher pupil alik must accept new odd student normal person claim classmat sumir reng creep insist hang becom friend worri might affect reput school howev reng fall troubl none sumir come aid find sumir old man bad decid give shot sumir 16 sai follow reng schoolmat attend school masquerad come realiz despit wooden bodi sumir heart certainli real,141,611,2870,164,2939,17.0
Mudazumonaki Kaikaku,557,8.0,2131,172,2006,global polit figur pope kim jong il georg w bush recent japanes prime minist play riichi mahjong includ one shot volum 3 ritz season 1 volum 4 oretachi kenou shineitai volum 11 ritz season 2 volum 12 lacross shoujo katagiri ririn san wa totemo moteru volum 13 ritz season 3,130,2099,1041,365,4886,14.0
Super Lovers,558,8.0,748,779,2009,spend summer mother haru meet ren boy newli adopt mother get along ren easi haru goal civil time summer end relationship slowli improv haru spend time ren return ren steadili warm realli becom famili end summer sourc bliss,91,11961,2554,1895,4690,14.0
Sono Bisque Doll wa Koi wo Suru,559,8.0,74,5438,2018,engross famili busi tradit doll make wakana gojou reserv high school freshman without friend harbor pain memori childhood friend disdain toward interest gojou cannot relat classmat pastim eventu isol gojou yet perfect craft doll face except skill make cloth fine sew machin soon discov beauti classmat marin kitagawa whose bold honesti gojou admir envi instantli share gojou hobbi like cosplay charact erot video game howev kitagawa cannot sew costum lead seek gojou expertis drag along charm girl endless cosplay relat affair kitagawa becom first friend fulli accept thu although polar opposit relationship slowli blossom aptitud help intric world cosplay,224,97481,2816,4829,31843,9.0
Uruwashi no Yoi no Tsuki,560,8.0,905,472,2020,everi time yoi takiguchi much let sigh femal classmat squeal admir awe dub school princ virtu boyishli attract appear casual disposit howev choos indiffer toward attent receiv spend day normal school princ kohaku ichimura waltz life call beauti kohaku noth like princ act thoughtlessli plea compliment yoi feel fluster way look get nervou first boy acknowledg girl attempt distanc prove futil seem set sight yoi keep tell noth seriou even cannot complet ignor stir kohaku caus heart,88,10232,348,401,7348,18.0
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",561,7.99,2140,130,2015,mysteri writer mikazuki subaru good deal peopl find disturb come build imaginari world one day chanc upon stray cat feel inspir strike bring cat home muse watch inexplic behavior cat form materi novel sourc mu,63,3577,232,260,4294,11.0
Saenai Heroine no Sodatekata: Koisuru Metronome,562,7.99,1736,306,2013,spin saekano novel seri focus unlik relationship fame author kasumigaoka utaha averag otaku aki tomoya rut lack creativ infatu develop fan sign love metronom aki becom estrang assist one school top idol sourc fourberi,22,2729,3809,222,3871,14.0
Kono Subarashii Sekai ni Shukufuku wo!,563,7.99,753,716,2014,kazuma satou reserv 16 year old lose life tragic yet laughabl accid untim death kazuma find stand aqua self proclaim water goddess present two choic ascend heaven reincarn real fantasi world pick latter kazuma get task defeat demon king occur threat new world howev aqua provoc attitud strike nerv heat moment kazuma take along kazuma aqua stuck togeth anoth world embark journey soon acquir two companion megumin archwizard wield devast explos magic lalatina dark dusti ford crusad worrisom case masoch four form odd parti member contribut uniqu share power peculiar person unfortun adventur soon prove challeng costli kazuma new life may noth headach,89,10977,946,962,8080,10.0
Ranma ½,564,7.99,312,2950,1987,soun tendou run tendou martial art school accompani three daughter akan nabiki kasumi one day sister live turn upsid father announc promis one marri fellow martial artist son hope carri famili legaci addit mix reaction fianc arriv last thing tendou famili expect ranma saotom father genma ranma train china father unfortun accid chang water touch ranma turn girl genma giant panda ranma follow ranma attempt get along newli betroth youngest tendou sister akan two begin attend school deal fellow friend rival someth say engag,197,7697,22956,3545,10560,16.0
